,artist_latitude,artist_location,artist_longitude,artist_name,danceability,duration,energy,key,song_hotttnesss,tempo,time_signature,title,year
46,32.77815,"b'Dallas, TX'",-96.7954,b'Stevie Ray Vaughan',0.0,248.78975,0.0,1,,116.721,4,b'Crossfire',1992
47,,b'',,b'John Hammond',0.0,195.3171,0.0,7,,123.142,4,"b""I Can't Be Satisfied""",2002
48,,b'',,b'Casiotone For The Painfully Alone',0.0,175.72526,0.0,0,0.7858922883883538,141.919,4,b'Nashville Parthenon',2006
49,52.51607,"b'Berlin, Germany'",13.37698,b'Ec8or',0.0,217.23383,0.0,10,,95.596,4,b'Cocain Ducks',1995
50,,"b'New York, NY'",,b'The New York Dolls',0.0,344.05832,0.0,11,0.5616924111789523,154.953,1,b'Human Being',1974
51,-23.56287,"b'Sao Paulo, Brazil'",-46.65466,b'Eliane Elias',0.0,251.42812,0.0,7,0.4348380902608562,86.091,5,b'The More I See You',2009
52,,"b'South Jamaica, Queens'",,b'Lost Boyz',0.0,269.7922,0.0,7,0.4051157216913865,90.218,4,b'Certain Things We Do',1997
53,34.05349,"b'Los Angeles, CA'",-118.24532,b'The Germs',0.0,206.05342,0.0,11,,133.144,1,b'Forming',1977
54,,b'',,b'Yamandu Costa',0.0,190.04036,0.0,2,,205.317,4,b'Mafu\xc3\xa1',0
55,,"b'Middlesbrough, England'",,b'Chris Rea',0.0,241.162,0.0,9,0.767727748373397,180.149,4,b'Driving Home For Christmas',1986
56,,b'',,b'Perrey And Kingsley',0.0,122.64444,0.0,0,0.4348380902608562,102.538,4,b'Spooks In Space',1966
57,51.50632,"b'London, England'",-0.12714,b'Eurythmics',0.0,207.0722,0.0,0,0.38293509007501925,84.164,4,b'Tous Les Gar\xc3\xa7ons Et Les Filles',1985
58,54.48303,"b'Egremont, Cumbria, England'",-3.53444,b'Francis Dunnery',0.0,300.79955,0.0,7,0.6104742577715245,124.175,4,b'Too Much Saturn',1995
59,,"b'Garnant, Wales'",,b'John Cale',0.0,228.46649,0.0,7,0.2265553139555314,137.004,1,b'Movement 4 [from Kiss] (Album Version)',1997
60,37.77916,b'California - SF',-122.42005,b'Suzanne Ciani',0.0,239.59465,0.0,7,0.4159831182884585,106.33,4,b'Stream',0
61,,b'',,b'Vickie Winans',0.0,228.93669,0.0,11,,107.961,4,b'Make Me Over',0
62,-37.81753,"b'Melbourne, Australia'",144.96715,b'The Berzerker',0.0,165.61587,0.0,1,0.0,174.287,3,b'Deform (live)',2000
63,36.16778,"b'Nashville, Tennessee'",-86.77836,b'Kings Of Leon',0.0,187.92444,0.0,0,0.6859402266976852,116.823,4,b'Wicker Chair',2003
64,,b'',,b'Edith Lefel',0.0,276.50567,0.0,0,0.0,101.972,4,"b""An ti chans'""",0
65,,b'',,b'Taras',0.0,200.25424,0.0,11,,127.97,4,"b""I Will Love Again (JJ's Club Radio)""",0
66,,"b'Berkeley, CA'",,b'NOFX',0.0,144.50893,0.0,4,0.6712360269845353,152.622,4,b'Stickin In My Eye',1992
67,,b'',,b'Murskahumppa',0.0,285.17832,0.0,7,,110.787,3,b'Ota kiinni',0
68,,b'',,b'Soda Stereo',0.0,246.69995,0.0,7,0.6261657596688281,112.903,4,b'Entre Can\xc3\xadbales',1990
69,-24.9162,b'AUSTRALIA',133.39311,b'Bruce Rowland',0.0,84.03546,0.0,7,0.0,115.642,4,b'Rosemary Recalls',1985
70,,b'',,b'Xcultures',0.0,273.52771,0.0,1,0.1992382620006783,125.013,4,b'Sudanese Dance',2000
71,,b'',,b'White Heart',0.0,298.84036,0.0,5,0.26586104921065007,113.277,4,b'Where The Thunder Roars (Tales Of Wonder Album Version)',0
72,18.11526,"b'Jamaica, West Indies'",-77.27348,b'Heavy D / McGruff',0.0,161.38404,0.0,5,0.23773394162247466,96.979,4,b'Wanna Be A Player',1997
73,,"b'Pasadena, CA'",,b'Van Halen',0.0,209.29261,0.0,8,0.8244821296824321,140.995,1,b'Panama (Remastered Album Version)',0
74,,"b'Los Angeles, CA'",,b'Black Eyed Peas',0.0,229.61587,0.0,11,0.6244254932707666,105.206,4,"b""Let's Get It Started""",2004
75,41.50471,"b'Cleveland, OH'",-81.69074,b'Nine Inch Nails',0.0,426.89261,0.0,0,0.6355366486226686,63.017,4,b'Metal',2000
76,,b'',,b'Nick Cave & The Bad Seeds',0.0,269.26975,0.0,9,,144.603,4,b'She Fell Away (2009 Digital Remaster)',0
77,,b'',,b'Nadine Renee',0.0,249.41669,0.0,2,0.19878534876524423,167.92,4,b'Next Time',0
78,40.71455,"b'New York, NY'",-74.00712,b'Lesley Gore',0.0,136.48934,0.0,9,,129.122,1,"b""It's My Party""",1963
79,,b'',,b'Smartbomb',0.0,233.27302,0.0,0,0.0,132.022,4,b'Complicate It',2001
80,,b'Minnesota',,b'Suburbs',0.0,187.24526,0.0,1,0.24906579485370342,183.92,1,b'Monde De Fou',2005
81,64.55653,b'Norway',12.66538,b'Emperor',0.0,72.61995,0.0,9,,89.867,4,b'Opus a Satana (Part 2)',0
82,46.71067,b'FR',1.71819,b'Julien Clerc',0.0,272.63955,0.0,2,,119.896,5,b'This Melody (Live)',0
83,34.03142,"b'Delight, AR'",-93.50243,b'Glen Campbell',0.0,142.75873,0.0,1,,137.29,4,"b""I'm Gone This Time""",0
84,35.82213,"b'Humboldt, TN'",-88.91599,b'T.G. Sheppard',0.0,194.11546,0.0,5,0.3827232807891977,82.343,1,b'You Feel Good All Over',2002
85,27.94653,"b'Tampa, FL'",-82.45927,b'Slim Whitman',0.0,195.91791,0.0,3,,91.487,4,b'Indian Love Call',1990
86,,b'CA',,b'Savage Garden',0.0,118.33424,0.0,9,,84.69,5,b'You Can Still Be Free',1999
87,,b'',,b'Queens Of The Stone Age',0.0,288.41751,0.0,2,0.7251212835673101,115.606,4,b'I Never Came',2005
88,33.52029,"b'Birmingham, AL'",-86.8115,b'Hank Penny & The Lincoln Penny Orchestra',0.0,123.21914,0.0,7,,126.523,1,b'Dixie',0
89,53.4796,"b'Manchester, England'",-2.24881,b'Inspiral Carpets',0.0,283.76771,0.0,2,0.6651722407621973,113.677,4,b'Commercial Reign',1990
90,,b'',,b'Borialis',0.0,239.3073,0.0,2,0.5546547674656118,86.938,4,b'Hourglass',0
91,,b'',,b'The Dirty Skirts',0.0,206.75873,0.0,0,0.30416950343527516,141.936,4,b'Wake',0
92,,b'',,b'Flor Silvestre',0.0,134.81751,0.0,11,,106.049,1,b'Caricia Y Herida',0
93,,"b'B\xc3\xa9zu, comme Superdupont, ne connait qu&#039;un pays : la France !'",,b'B\xc3\xa9zu',0.0,285.64853,0.0,8,,126.88,4,b'Le tortillard',0
94,,"b'Newark, NJ'",,b'Redman',0.0,124.18567,0.0,1,0.5701059300583878,85.008,5,b'WKYA (drop)',2001
95,,b'',,b'Solistiyhtye Suomi',0.0,134.08608,0.0,4,,133.699,1,b'Ter\xc3\xa4slintu',0
96,40.71455,"b'New York, NY'",-74.00712,b'Eddie Cantor',0.0,155.61098,0.0,11,,118.975,1,"b""Now's The Time To Fall In Love""",0
97,,b'',,b'Schizoid',0.0,275.40853,0.0,9,,102.408,4,b'Grim Prospects (Gross Prospects - Bad Trip Remix)',0
98,56.153,"b'Aarhus, Denmark'",10.20452,b'Kai Winding',0.0,223.4771,0.0,0,0.0,112.006,4,b'Mangos',1961
99,31.84666,"b'Sicily Island, LA'",-91.657,b'Sonny Simmons',0.0,443.24526,0.0,1,0.2707759989463275,45.527,4,b'A Distant Voice',0
100,,"b'Tallahassee, FL'",,b'Mira',0.0,177.81506,0.0,4,,85.621,4,b'Openbare Weg',2006
101,,b'',,b'Citizen Kaned',0.0,385.33179,0.0,8,,108.061,4,b'President Johnson',2000
102,,b'',,b'The Brooklyn Tabernacle Choir',0.0,324.44036,0.0,7,0.4051157216913865,216.195,5,b'Lead Me Lord',1995
103,36.16778,"b'Nashville, TN'",-86.77836,b'Ellen McIlwaine',0.0,275.12118,0.0,7,0.24274187894946822,132.428,4,b'Spontanous Combustion',0
104,37.77916,"b'San Francisco, CA'",-122.42005,b'Vince Guaraldi / Bola Sete',0.0,294.66077,0.0,5,0.3867901771390143,168.307,4,b'Choro',0
105,,"b'Menilmontant, France'",,b'Maurice Chevalier',0.0,193.20118,0.0,0,,140.956,7,b'Ma Louise',0
106,,b'',,b'Carl Cox Vs Yousef',0.0,357.82485,0.0,1,0.5112548351002428,130.016,5,b'I Want You (Forever)',1991
107,,"b'SPRINGFIELD, Virginia'",,b'Organized Konfusion',0.0,198.3473,0.0,11,0.46048484498641545,175.769,4,b'Hate',1997
108,,"b'Medicine Lodge, KS'",,b'Martina McBride',0.0,261.95546,0.0,7,0.48828987603734525,100.194,3,"b""I Can't Stop Loving You""",2005
109,18.01571,"b'Kingston, Jamaica'",-76.79731,b'Horace Andy',0.0,176.27383,0.0,2,,151.911,4,b'Thank You Lord',1985
110,,b'',,b'Nazz',0.0,220.89098,0.0,9,,119.691,4,b'How Can You Call That Beautiful (Stewkey Vocal)',0
111,33.39847,"b'Greenville, MS'",-91.03786,b'Tyrone Davis',0.0,235.91138,0.0,10,,161.976,4,"b""Cheatin' In The Next Room""",0
112,37.77916,"b'San Francisco, CA'",-122.42005,b'Hot Tuna',0.0,239.59465,0.0,0,,172.398,1,b'Candy Man',1971
113,40.99471,b'Pennsylvania',-77.60454,b'Richard Burton',0.0,171.49342,0.0,2,0.0,109.823,3,b'I See The Boys Of Summer',0
114,40.71455,"b'New York, NY'",-74.00712,b'Rory Block',0.0,266.05669,0.0,1,0.0,90.101,1,b'Three Is a Crowd',0
115,,"b'Philadelphia, PA'",,b'Boyz II Men',0.0,329.27302,0.0,8,0.34580223396532944,116.473,4,b'On Bended Knee',1994
116,35.4948,"b'Dayton, TN'",-85.01235,b'Howard Armstrong',0.0,198.922,0.0,9,0.3335548072764493,126.821,4,b'My Four Reasons',0
117,41.88415,"b'Chicago, IL'",-87.63241,b'Donny Hathaway',0.0,283.21914,0.0,2,0.6173656175717818,111.191,3,b'Little Girl (LP Version)',1971
118,,b'',,b'Miguel Gallardo',0.0,238.68036,0.0,5,,125.508,4,b'Eternamente Amame',0
119,,b'',,b'Les Ogres De Barback',0.0,254.06649,0.0,4,0.3943948561005826,137.888,1,b'Niev nietch nievitch',1999
120,,b'',,b'DJ X-Change featuring DJ Joey A',0.0,184.31955,0.0,6,,150.012,4,b'Come Over',0
121,38.8991,b'Washington DC',-77.029,b'Morel',0.0,311.40526,0.0,10,,108.367,4,b'Blue Taxi',0
122,32.77942,"b'Goodwill, LA'",-91.56123,b'Tony Joe White',0.0,162.53342,0.0,2,0.3747968370214053,173.482,4,b'I Want Love (Tween You & Me) (Album Version)',0
123,,"b'Sydney, Australia'",,b'Wolfmother',0.0,212.37506,0.0,4,,110.745,4,b'White Feather',2009
124,,b'New York City',,b'The Roches',0.0,338.33751,0.0,2,0.26586104921065007,130.027,4,b'Christlike Roche',1995
125,42.31256,"b'Boston, MA'",-71.08868,b'Bob Margolin',0.0,126.51057,0.0,11,0.23379647424179947,110.168,4,b'You Rascal You',0
126,,b'',,b'Thomas Battenstein',0.0,205.58322,0.0,9,,97.976,3,b'Sympathy',0
127,,b'',,b'Jupiter Rising',0.0,193.4624,0.0,0,0.21508031850922793,119.979,4,b'They Say (Album)',2007
128,,b'',,b'Dharma Bums',0.0,127.4771,0.0,6,,156.968,1,"b""Simon's Folly""",0
129,,b'',,b'Saafir',0.0,234.762,0.0,5,,188.886,4,b'Crawl Before You Ball (Album Version)',1999
130,42.73383,"b'Lansing, MI'",-84.59334,b'The Verve Pipe',0.0,292.8322,0.0,9,0.46630483075728635,133.306,4,b'Medicate Myself',2001
131,40.71455,b'New York',-74.00712,b'Bob Neuwirth',0.0,241.10975,0.0,4,0.48061061838775304,152.267,3,b'Biding Her Time',1990
132,42.99671,"b'Grand Rapids, MI'",-85.59012,b'Marvin Sapp',0.0,270.68036,0.0,1,0.2656833797102308,166.275,4,b'More And More  (LP Version)',0
133,30.2676,b'Austin',-97.74298,b'James Hunter',0.0,188.73424,0.0,2,,114.971,4,b'Cowboy Ways',0
134,,"b' Ub\xc3\xa1, Minas Gerais'",,b'Nelson Ned',0.0,211.80036,0.0,9,,144.651,4,b'Brasas Vivas',0
135,,b'',,b'Mish Mash',0.0,254.32771,0.0,2,,152.005,1,b'Kolomeyke',0
136,,b'',,b'Cama',0.0,210.36363,0.0,1,,155.074,1,b'In This Life',2009
137,54.31392,b'Great Britain / UK',-2.23218,b'Maxi Priest',0.0,301.81832,0.0,10,0.34580223396532944,61.971,1,"b""Groovin' In The Midnight""",1991
138,,b'',,b'Porcupine Tree',0.0,416.80934,0.0,6,0.8251735403780842,124.04,5,b'Waiting',1997
139,,b'',,b'Ragheb Alama',0.0,413.36118,0.0,7,0.0,191.196,4,"b""A'chek Ouyounik (2009 Digital Remaster)""",0
140,,"b'Seattle, WA'",,b'Foo Fighters',0.0,117.002,0.0,7,,152.127,4,b'Hell',2005
141,,"b'Barranquilla, Colombia'",,b'Shakira Featuring Wyclef Jean',0.0,217.36444,0.0,10,0.7373853102276186,100.023,4,"b""Hips Don't Lie (featuring Wyclef Jean)""",0
142,,b'California - SF',,b'The Avengers',0.0,122.72281,0.0,10,,192.688,4,b'Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa)',0
143,39.15093,"b'Ukiah, CA'",-123.2079,b'Robben Ford',0.0,203.98975,0.0,11,0.47212111953959446,154.322,4,b'I Got Over It (Album Version)',1988
144,,b'',,b'Brazilian Tropical Orchestra',0.0,192.44363,0.0,5,0.0,236.006,4,b'One Less Bell To Answer',0
145,52.1082,b'Netherlands',5.32986,b'Gil Semedo',0.0,285.36118,0.0,11,0.39200877147130697,150.666,5,b'Festa',0
146,,b'',,b'Soda Stereo',0.0,225.12281,0.0,11,,175.421,1,b'Te Hacen Falta Vitaminas',1984
147,,b'',,b'Xmilk',0.0,123.66322,0.0,9,,104.153,4,b'Sense And Trick',0
148,35.30914,b'Oklahoma',-98.52102,b'Dolce; Oscar G.',0.0,525.16526,0.0,11,,127.278,4,b'Fire (Oscar G Space Vocal Mix)',0
149,35.66693,b' NC',-80.46935,b'Britt Nicole',0.0,204.06812,0.0,6,0.2364201822307364,160.165,4,b'Hanging On (Medium Key Performance Track Without Background Vocals)',0
150,,b'',,b'Schizoid',0.0,166.00771,0.0,5,,86.091,3,b'Grim Prospects (Version 2 Remix)',0
151,,"b'Severn, MD'",,b'Toni Braxton Featuring Shaggy',0.0,219.01016,0.0,0,,149.94,4,b'Christmas In Jamaica',2001
152,,b'',,b'Perrey And Kingsley',0.0,127.9473,0.0,0,0.4444017145228514,135.78,4,b'Gossippo Perpetuo',2001
153,,b'',,b'Sven Tasnadi',0.0,570.90567,0.0,7,,122.967,4,b'2190 Dias Contigo',0
154,,b'',,b'Eddie',0.0,230.00771,0.0,9,,142.024,4,b'No Control',0
155,50.45663,"b'Belgica -- Namur, Namur/Ghent, East Flanders'",4.87137,b'Enthroned',0.0,240.74404,0.0,2,0.5430528641992896,135.535,7,b'The Vitalized Shell',2010
156,37.77916,b'California - SF',-122.42005,b'Suzanne Ciani',0.0,192.20853,0.0,2,0.6085000789194116,139.189,3,b'Mozart',1989
157,,b'',,b'Milan Band',0.0,152.0322,0.0,8,,128.598,5,b'Ciao Milan',0
158,,b'',,b'Johnny Osbourne',0.0,215.30077,0.0,3,0.0,163.445,4,b'Lend Me Your Chopper',2004
159,,"b'Locust Ridge, TN'",,b'Dolly Parton',0.0,155.21914,0.0,7,,114.027,3,b'Letter To Heaven',1971
160,42.33168,"b'Detroit, MI'",-83.04792,b'Rance Allen Group',0.0,207.12444,0.0,7,,111.316,1,b'Heaven is Where The Heart Is',0
161,47.60356,"b'Seattle, WA'",-122.32944,b'Pearl Jam',0.0,428.56444,0.0,4,0.6593046691644056,105.994,3,b'Inside Job',2006
162,,"b'Los Angeles, CA'",,b'Natalie Cole',0.0,185.7824,0.0,8,,88.489,1,b'Take A Look  (LP Version)',0
163,,"b'Atlanta, GA'",,b'Mastodon',0.0,654.28853,0.0,7,0.6266128026956008,118.433,4,b'The Czar: Usurper/Escape/Martyr/Spiral (Album Version)',2009
164,36.69094,b'Jerez De La Frontera (C\xc3\xa1diz)',-6.13487,b'Kiril Valeri',0.0,306.72934,0.0,11,0.2707759989463275,96.007,4,b'Bulgarian Dream',0
165,,b'',,b'Word',0.0,229.51138,0.0,9,,187.807,4,b'Amalgama',0
166,,b'Compton CA',,b'DJ Quik',0.0,205.58322,0.0,7,,181.115,4,b'Born and Raised In Compton',1991
167,,"b'McLellan, FL'",,b'Hank Locklin',0.0,127.05914,0.0,2,0.4944895175021134,148.357,4,"b""We're Gonna Go Fishin'""",0
168,34.23294,b'Earth',-102.4102,b'BT',0.0,44.35546,0.0,1,0.30416950343527516,136.164,4,b'Robbers Kill Cop',0
169,,b'',,b'2-4 Grooves feat. Reki D.',0.0,203.83302,0.0,4,,126.941,4,b'Relax',2009
170,37.20897,"b'Springfield, MO'",-93.29156,b'The Jordanaires',0.0,176.50893,0.0,5,,159.582,3,b'Sweet By And By',0
171,,"b'Los Angeles, CA'",,b'Descendents',0.0,140.66893,0.0,6,0.5194485814940588,89.495,4,b'Orgofart',1986
172,29.78772,b'katy',-95.82333,b'L.A. Guns',0.0,201.09016,0.0,5,,102.259,3,b'Bitch Is Back',1988
173,,b'',,b'Bare Jr.',0.0,254.79791,0.0,10,0.0,107.529,3,b'Naked Albino',1998
174,34.01156,"b'Santa Monica, CA'",-118.49229,b'Shelley Fabares',0.0,143.0722,0.0,0,0.0,99.408,4,b'Johnny Loves Me (LP Version)',0
175,52.88356,b'England',-1.97406,b'Norrie Paramor',0.0,163.49995,0.0,9,0.0,79.731,4,b'Dearly Beloved',0
176,,b'',,b'Gary Hobbs',0.0,289.64526,0.0,0,0.0,188.502,1,b'The Look Of Love',0
177,38.43773,"b'Santa Rosa, California'",-122.71242,b'Diesel Boy',0.0,124.15955,0.0,11,0.40565219615969267,133.729,1,b'Cooler Than You',1998
178,40.14323,b'New Jersey',-74.72671,b'Angelo Badalamenti',0.0,167.3922,0.0,4,0.4454545254934259,139.136,4,b'Taryns Deepest Fear',0
179,,b'',,b'Cradle Of Filth',0.0,321.35791,0.0,2,,193.693,4,b'Summer Dying Fast',1994
180,37.16793,b'United States',-95.84502,b'Jim Chappell',0.0,263.94077,0.0,0,,76.693,4,b'Still',0
181,40.71455,b'NY - New York City',-74.00712,b'Ladybug',0.0,341.36771,0.0,10,,126.95,4,b'Snapshot',0
182,,b'',,b'Bandido',0.0,333.13914,0.0,6,,144.812,1,b'End Of The Road (Head Horny\x19s Remix)',0
183,,b'',,b'Brixx',0.0,349.12608,0.0,11,,138.003,4,b'7 Miles',0
184,41.50471,"b'Cleveland, OH'",-81.69074,b'Nine Inch Nails',0.0,168.56771,0.0,7,,130.284,4,b'The Frail',1999
185,,b'',,b'Susana Seivane',0.0,350.71955,0.0,10,0.0,152.013,4,b'Para Milladoiro',2010
186,42.17963,"b'Blandford, MA'",-72.92483,b'Leland Martin',0.0,175.62077,0.0,4,,159.968,4,b'Stone Cold Fingers (Bonus Track)',0
187,,b'',,b'Test Icicles',0.0,190.24934,0.0,4,0.5430528641992896,75.031,4,b'Snowball',2005
188,51.50632,"b'London, England'",-0.12714,b'Heaven 17',0.0,255.16363,0.0,7,,150.837,4,"b""(We Don't Need This) Fascist Groove Thang""",1981
189,,b'',,b'React',0.0,120.2673,0.0,10,,143.231,1,b'Drunk Alone',0
190,,b'',,b'Sven Tasnadi',0.0,557.26975,0.0,11,,123.993,4,b'Charisma',0
191,30.38815,"b'Navasota, TX'",-96.0878,b'Mance Lipscomb',0.0,187.53261,0.0,11,0.3509795063714294,97.981,1,b'Going Down Slow',2000
192,33.74831,b'Atlanta Georgia USA',-84.39111,b'Scott Wesley Brown',0.0,295.60118,0.0,2,,137.288,4,b'All Rise',0
193,,b'',,b'Fl\xc3\xa1vio Jos\xc3\xa9',0.0,252.02893,0.0,3,0.0,168.323,4,b'Jogo Limpo',0
194,,b'',,b'Moss',0.0,329.35138,0.0,2,0.5708506420788445,111.079,4,b'Silent Hill',2009
195,,b'',,b'Pery Ribeiro',0.0,180.00934,0.0,0,0.0,133.009,4,b'Our Love Is Here To Stay',0
196,44.11559,b'Oregon',-120.51484,b'Soular',0.0,244.45342,0.0,6,0.23584620327944406,146.577,5,b'Everything Changes',0
197,,"b'Oslo, Norway'",,b'Dimmu Borgir',0.0,282.53995,0.0,6,,140.458,3,b'Master Of Disharmony',1996
198,51.50632,"b'London, England'",-0.12714,b'Public Image Ltd',0.0,388.28363,0.0,0,0.263969820176701,132.506,4,b'(This Is Not A) Love Song (Live)',1983
199,54.5958,"b'Belfast, Northern Ireland'",-5.93494,b'Gary Moore',0.0,345.93914,0.0,2,0.4471357962861778,153.862,4,b'What Are We Here For',1997
200,,b'',,b'Pascal Sangla',0.0,243.1473,0.0,9,0.0,93.238,4,b'Une petite pause',2010
201,,"b'Athens, GA'",,"b""The B-52's""",0.0,261.74649,0.0,0,0.7140465527721864,124.086,4,b'Wig',1986
202,,b'',,b'Dakis',0.0,172.25098,0.0,2,,66.765,1,b'Perasmena Mesanihta',0
203,,b'',,b'Sex Pistols',0.0,216.60689,0.0,9,0.4137398358601097,145.518,4,b'God Save the Queen (Live)',1988
